"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9609507","Protein localization","58/2126","163/10616",2.31940639470065e-06,2.10482185750385e-05,1.4449577969134e-05,"CAT/SEC61G/FIS1/PEX5/TIMM50/PEX2/APP/CHCHD2/FXN/TIMM44/CHCHD5/UBB/UBE2D2/SAMM50/UBC/BCS1L/PEX11B/TIMM9/PEX19/SGTA/STX5/EMD/SERP1/PRNP/NDUFB8/IDH1/GET1/COA4/CHCHD7/PECR/GRPEL1/CYB5A/PMPCA/HACL1/HSCB/TOMM22/GNPAT/UBE2D1/TIMM22/CYC1/GRPEL2/ACO2/TIMM8A/VAPA/PMPCB/HSD17B4/UBA52/CHCHD3/DNAJC19/TIMM13/ATP5F1A/PXMP2/TIMM17A/TIMM10/ABCD3/CHCHD4/ECI2/ATP5MC1",58
"R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ","29/2126","63/10616",2.72113340149392e-06,2.45269726864385e-05,1.68377386863422e-05,"POLR3H/MYD88/NFKBIA/PRKDC/POLR2K/TRIM21/UBB/UBC/IFI16/IRF7/POLR2L/POLR3A/ZBP1/POLR1D/POLR1C/RIPK1/POLR2E/TRIM56/NFKB2/POLR3B/TBK1/UBA52/MRE11/DHX36/POLR3G/POLR3F/NKIRAS1/POLR3K/CHUK",29
"R-HSA-3858494","Beta-catenin independent WNT signaling","53/2126","146/10616",3.16580329599848e-06,2.83435006500803e-05,1.94577807666455e-05,"PSMB10/GNG3/PSME1/ITPR3/AP2S1/RAC2/PFN1/PSMB1/CALM3/UBB/AGO2/PSMA2/UBC/PSMD6/PSMC2/PSMB8/TNRC6A/PRKCG/PPP3CB/GNG2/PSMB2/RHOA/LEF1/PSMC5/PSMD9/PSMA3/PSMB5/CLTC/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/AGO4/PSMA5/KRAS/TNRC6B/PSMD14/PSMD5/FZD3/AP2M1/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/GNB4",53
"R-HSA-8951664","Neddylation","76/2126","233/10616",3.27217021759725e-06,2.91005004684982e-05,1.99774602758569e-05,"PSMB10/COMMD6/PSME1/ASB8/RBX1/NUB1/ASB2/PSMB1/DCUN1D1/FBXW8/UBB/COPS5/PSMA2/UBE2D2/UBC/KBTBD6/PSMD6/COPS2/FBXL5/PSMC2/COMMD10/PSMB8/FBXO32/GAN/PSMB2/COMMD9/COMMD8/PSMC5/PSMD9/FBXL3/PSMA3/SKP1/DCAF4/PSMB5/KLHL5/PSMA1/PSMD13/DCAF6/PSMD10/SEM1/WSB1/CUL4B/CUL3/KLHL13/SKP2/COPS4/CUL4A/PSMB3/FBXO7/CUL2/DTL/PSMC4/FBXO11/PSMA5/UBE2D1/DCAF16/BTBD1/RBBP7/PSMD14/PSMD5/UBA3/KLHL22/PSMA4/PSMC3/UBA52/PSMB7/DDB1/PSMD7/PSMD2/PSMD12/PSMD8/FBXO4/BIRC5/PSME3/UCHL3/PSMB4",76
"R-HSA-8878171","Transcriptional regulation by RUNX1","77/2126","237/10616",3.33884301711992e-06,2.94967985750859e-05,2.0249518472599e-05,"PSMB10/H4C2/SMARCA4/PSME1/H4C1/H4C3/KMT2D/H4C5/BLK/PSMB1/H4C4/H2BC12/KMT2B/H2BU1/LDB1/CBX6/UBB/AGO2/PSMA2/UBC/PSMD6/PSMC2/PSMB8/H2AC4/TNRC6A/H4C13/KAT2B/PSMB2/SIN3B/ARID1B/PSMC5/PSMD9/KMT2A/ELF1/PSMA3/NFATC2/RNF2/PSMB5/H3C7/SMARCE1/PSMA1/PSMD13/PSMD10/YAF2/SEM1/PSMB3/PSMC4/PML/ITCH/AGO4/H2BC5/PSMA5/TNRC6B/PSMD14/PSMD5/PSMA4/H2BC14/PSMC3/UBA52/LMO2/H3C1/H2BC15/PSMB7/H2BC8/MYB/SMARCC1/H3C2/DPY30/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/H3C11/H2BC4/PSMB4/H3C12",77
"R-HSA-6807070","PTEN Regulation","51/2126","139/10616",3.37982764848322e-06,2.9662434757083e-05,2.0363227522025e-05,"PSMB10/LAMTOR2/PSME1/LAMTOR3/MKRN1/RRAGA/PSMB1/LAMTOR5/CBX6/UBB/AGO2/PSMA2/UBC/PSMD6/USP13/PSMC2/PSMB8/TNRC6A/PSMB2/PSMC5/PSMD9/PSMA3/RNF2/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/XIAP/PSMB3/PSMC4/PML/AGO4/JUN/PSMA5/EGR1/TNRC6B/RBBP7/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/RRAGD/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",51
"R-HSA-1268020","Mitochondrial protein import","29/2126","64/10616",4.03127930458272e-06,3.51485398190415e-05,2.41294323700514e-05,"TIMM50/CHCHD2/FXN/TIMM44/CHCHD5/SAMM50/BCS1L/TIMM9/NDUFB8/COA4/CHCHD7/GRPEL1/PMPCA/HSCB/TOMM22/TIMM22/CYC1/GRPEL2/ACO2/TIMM8A/PMPCB/CHCHD3/DNAJC19/TIMM13/ATP5F1A/TIMM17A/TIMM10/CHCHD4/ATP5MC1",29
"R-HSA-936440","Negative regulators of DDX58/IFIH1 signaling","19/2126","34/10616",4.10237428787082e-06,3.5536151298829e-05,2.43955272074341e-05,"ISG15/IFIH1/TNFAIP3/TAX1BP1/UBE2L6/DDX58/UBB/UBE2D2/UBC/UBA7/CYLD/ATG5/UBE2K/IKBKE/ITCH/UBE2D1/TBK1/UBA52/NLRC5",19
"R-HSA-6799198","Complex I biogenesis","26/2126","55/10616",4.81971226584031e-06,4.14806204040708e-05,2.84763984467305e-05,"NDUFA1/NDUFA13/NDUFB11/NDUFA7/NDUFA9/TMEM126B/NDUFB5/NDUFC1/NDUFB7/NDUFB6/NDUFA2/NDUFAB1/NDUFB8/NDUFS4/NDUFA11/NDUFB1/NDUFB10/NDUFS5/NDUFA5/NDUFAF4/NDUFAF1/NDUFB3/NDUFA8/NDUFB9/NDUFS7/NDUFS3",26
"R-HSA-379716","Cytosolic tRNA aminoacylation","15/2126","24/10616",6.58724349688617e-06,5.63293770823472e-05,3.86700529169431e-05,"VARS1/AIMP1/WARS1/MARS1/PPA1/RARS1/IARS1/DARS1/SARS1/LARS1/NARS1/AARS1/YARS1/TARS1/FARSB",15
"R-HSA-5628897","TP53 Regulates Metabolic Genes","35/2126","86/10616",8.52177628682653e-06,7.24079590230993e-05,4.97079810227226e-05,"COX8A/COX6C/COX5B/COX6B1/LAMTOR2/PRKAG1/COX14/COX5A/YWHAB/LAMTOR3/RRAGA/SCO1/TSC1/LAMTOR5/SESN1/COX7B/AGO2/RRM2B/GSR/TNRC6A/SESN3/PRDX5/TIGAR/SCO2/PRKAA1/DDIT4/AGO4/NDUFA4/TNRC6B/TACO1/COX20/RRAGD/PRDX1/YWHAH/GPI",35
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression","36/2126","90/10616",1.01305893015621e-05,8.55329501790119e-05,5.87182724341042e-05,"MYBBP1A/KAT2A/H4C2/H4C1/H4C3/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/DDX21/H2AC4/H4C13/POLR1E/KAT2B/TAF1C/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/H2BC14/H3C1/H2BC15/TAF1B/SMARCA5/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12",36
"R-HSA-141424","Amplification of signal from the kinetochores","37/2126","94/10616",1.18473718178975e-05,9.87774625317202e-05,6.78106150103342e-05,"CENPT/RANGAP1/PLK1/INCENP/NUP37/AURKB/PPP2CB/ZWINT/MAD1L1/SPC24/PPP2R5C/MAPRE1/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/DYNC1LI1/PPP2R5B/DYNLL1/KIF2A/SEH1L/XPO1/CENPQ/BUB1/ITGB3BP/ERCC6L/CENPE/CDCA8/SEC13/KIF2C/ZW10/BUB3/BIRC5/SPDL1/NDC80",37
"R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","37/2126","94/10616",1.18473718178975e-05,9.87774625317202e-05,6.78106150103342e-05,"CENPT/RANGAP1/PLK1/INCENP/NUP37/AURKB/PPP2CB/ZWINT/MAD1L1/SPC24/PPP2R5C/MAPRE1/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/DYNC1LI1/PPP2R5B/DYNLL1/KIF2A/SEH1L/XPO1/CENPQ/BUB1/ITGB3BP/ERCC6L/CENPE/CDCA8/SEC13/KIF2C/ZW10/BUB3/BIRC5/SPDL1/NDC80",37
"R-HSA-9010553","Regulation of expression of SLITs and ROBOs","58/2126","171/10616",1.26414949333985e-05,0.000104743815162444,7.1906509264836e-05,"PSMB10/RPS15A/RPS11/RPL39L/PSME1/RPS27L/RBX1/PSMB1/RPL36AL/LDB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/RPL11/PSMB2/MAGOHB/RPS24/RPL14/UPF3A/GSPT2/PSMC5/PSMD9/RPL15/MAGOH/PSMA3/PSMB5/EIF4G1/PSMA1/PSMD13/PSMD10/SEM1/RPS14/RPL22/PSMB3/CUL2/PSMC4/EIF4A3/PSMA5/PSMD14/PSMD5/PSMA4/RPL27A/PSMC3/UBA52/RPL4/RPS23/PSMB7/GSPT1/PSMD7/RPS6/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",58
"R-HSA-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","15/2126","25/10616",1.34187857369357e-05,0.000110497902302915,7.58566835031456e-05,"POLE/POLD4/POLD1/POLD2/UBB/UBC/RFC3/RPA2/LIG3/PCNA/POLE4/POLE3/UBA52/RFC5/POLE2",15
"R-HSA-73884","Base Excision Repair","36/2126","91/10616",1.3568056612868e-05,0.000111041641236601,7.62299596589938e-05,"POLE/H4C2/TINF2/POLB/H4C1/H4C3/POLD4/POLD1/H4C5/H4C4/H2BC12/H2BU1/POLD2/H2AC4/H4C13/RFC3/RPA2/LIG3/PCNA/MBD4/POLE4/UNG/POLE3/APEX1/POT1/H2BC5/H2BC14/TERF2IP/NTHL1/H2BC15/H2BC8/RFC5/NEIL3/POLE2/H2BC4/PARP1",36
"R-HSA-5663205","Infectious disease","110/2126","382/10616",1.87319878291854e-05,0.000152368730269106,0.000104600958994809,"POLR2G/CHMP2A/PSMB10/RPS15A/RPS11/CD9/SH3KBP1/CHMP4B/GTF2H5/GTF2B/CHMP5/RANGAP1/RPL39L/PSME1/ISG15/HGS/RPS27L/RBX1/NUP37/AP2S1/VPS28/NUP210/PSMB1/HCK/POLR2K/B2M/RPL36AL/XRCC4/CALM3/UBB/PSMA2/UBC/PSMD6/PSMC2/CHMP2B/PSMB8/MAP2K4/KPNA2/RPL11/ATP6V1H/PSMB2/RPS24/ANTXR2/SUPT4H1/RPL14/TAF15/CXCR4/SSRP1/VAMP1/AP1G1/PSMC5/PSMD9/EPS15/RPL15/TSG101/PSMA3/GTF2A2/SKP1/PSMB5/POLR2L/CLTC/PSMA1/POLR2B/PSMD13/PSMD10/IPO5/STAM2/SEM1/RPS14/RPL22/SEH1L/PSMB3/XPO1/POLR2E/VPS4B/PSMC4/CCNK/SUPT16H/PSMA5/VTA1/RAE1/GTF2E2/POLR2C/POLR2I/TAF11/PSMD14/PSMD5/GTF2F2/AP2M1/PSMA4/RPL27A/PSMC3/NUP54/UBA52/RPL4/RPS23/CANX/PSMB7/SEC13/NDC1/PSMD7/RPS6/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/GRSF1/GTF2H3/NUP155",110
"R-HSA-176187","Activation of ATR in response to replication stress","19/2126","37/10616",2.098459181315e-05,0.00016965724532571,0.000116469504800259,"MCM10/CDC45/MCM4/RFC3/RPA2/MCM3/CDC25A/MCM2/CDC6/CLSPN/CDC7/ORC4/CHEK1/MCM8/ORC1/ORC3/ORC2/RFC5/ORC5",19
"R-HSA-72306","tRNA processing","40/2126","107/10616",2.25890743534515e-05,0.000181529067394604,0.000124619497067234,"WDR4/ADAT2/QTRT1/RTRAF/NUP37/TRMT1/NUP210/TRMU/ELAC2/TRMT6/RTCB/TSEN2/TYW3/POP4/FTSJ1/LAGE3/TRMT112/PUS3/METTL1/SEH1L/PRORP/PUS7/POP5/TRMT10C/RAE1/TPRKB/XPOT/NUP54/TP53RK/THG1L/SEC13/NDC1/TRMT10A/HSD17B10/RPP30/TRMT61B/POP7/NUP155/TRIT1/TRMT11",40
"R-HSA-15869","Metabolism of nucleotides","38/2126","100/10616",2.34154812806617e-05,0.000187043425319777,0.000128405097473531,"PFAS/ENTPD6/CAD/DCTPP1/NT5E/DHODH/NT5C3A/AMPD3/GMPR2/RRM2B/SAMHD1/GSR/DNPH1/CTPS1/UPB1/PNP/GLRX/PPAT/DCK/AK1/CMPK1/PAICS/GPX1/ADA/TYMS/NUDT15/APRT/NUDT1/NUDT5/ADK/RRM1/GART/AK2/TK1/DUT/GMPS/IMPDH2/ADSL",38
"R-HSA-195258","RHO GTPase Effectors","95/2126","324/10616",3.20215456735407e-05,0.000253227488031534,0.00017384038079968,"RHOC/RHOG/ARPC1B/H4C2/CENPT/LIMK1/CIT/RANGAP1/PLK1/ARPC1A/NCF2/INCENP/H4C1/MYL6/H4C3/TUBA4A/NUP37/YWHAB/H4C5/RAC2/AURKB/PPP2CB/PFN1/KLC2/H4C4/MYH10/H2BC12/ZWINT/MAD1L1/CFL1/H2BU1/NCKAP1L/CALM3/SPC24/PAK1/PPP2R5C/BTK/H2AC4/H4C13/WIPF1/NCK1/RHOA/MAPRE1/CENPP/CENPO/MYL12A/CENPM/CENPF/KNTC1/DYNC1LI2/PRC1/BRK1/ARPC2/H3C7/DYNC1LI1/PPP2R5B/CYBB/CDKN1B/FMNL3/DYNLL1/ABI1/KIF2A/PIK3C3/ACTG1/DIAPH3/SEH1L/XPO1/CENPQ/IQGAP1/PPP1CB/BUB1/H2BC5/RHPN2/PIK3R4/KIF14/ITGB3BP/H2BC14/ERCC6L/H3C1/CENPE/H2BC15/H2BC8/CDCA8/SEC13/KIF2C/H3C2/YWHAH/ZW10/BUB3/BIRC5/H3C11/H2BC4/SPDL1/H3C12/NDC80",95
"R-HSA-2132295","MHC class II antigen presentation","44/2126","123/10616",3.21090538883182e-05,0.000253227488031534,0.00017384038079968,"SPTBN2/HLA-DMB/CTSH/HLA-DPB1/HLA-DOA/HLA-DQA1/CTSS/HLA-DQA2/HLA-DOB/HLA-DPA1/TUBA4A/KIF22/AP2S1/CAPZA2/DCTN2/KLC2/CTSB/ACTR1A/OSBPL1A/CAPZA1/DCTN5/LGMN/AP1G1/ACTR10/DYNC1LI2/CLTC/DYNC1LI1/KIFAP3/DYNLL1/KIF2A/KIF23/SEC23A/DCTN4/KIF20A/AP2M1/DCTN6/CENPE/CANX/SEC13/KIF2C/KIF15/KIF3A/CTSC/KIF11",44
"R-HSA-5651801","PCNA-Dependent Long Patch Base Excision Repair","13/2126","21/10616",3.2270369539251e-05,0.000253227488031534,0.00017384038079968,"POLE/POLB/POLD4/POLD1/POLD2/RFC3/RPA2/PCNA/POLE4/POLE3/APEX1/RFC5/POLE2",13
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression","39/2126","105/10616",3.37424007634893e-05,0.000263230190751431,0.00018070722477215,"MYBBP1A/KAT2A/H4C2/H4C1/H4C3/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/DDX21/H2AC4/H4C13/POLR1E/KAT2B/TAF1C/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/CBX3/TTF1/RBBP7/H2BC14/H3C1/H2BC15/TAF1B/SMARCA5/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12",39
"R-HSA-157579","Telomere Maintenance","32/2126","81/10616",4.15269263939428e-05,0.000322075115171626,0.000221104198058324,"POLE/H4C2/TINF2/H4C1/H4C3/POLD4/POLD1/H4C5/H4C4/H2BC12/H2BU1/POLD2/H2AC4/H4C13/RFC3/RPA2/PCNA/POLA2/RUVBL2/POLE4/POLE3/POT1/H2BC5/RUVBL1/H2BC14/TERF2IP/H2BC15/H2BC8/RFC5/PRIM2/POLE2/H2BC4",32
"R-HSA-376176","Signaling by ROBO receptors","68/2126","217/10616",4.544945654974e-05,0.00035045997131418,0.000240590369323236,"PSMB10/RPS15A/RPS11/RPL39L/PSME1/RPS27L/RBX1/PFN1/PSMB1/RPL36AL/LDB1/PRKACB/UBB/PSMA2/UBC/PSMD6/PAK1/CAP1/PSMC2/PSMB8/VASP/RPL11/PPP3CB/NCK1/PSMB2/MAGOHB/RHOA/RPS24/RPL14/UPF3A/CXCR4/GSPT2/PSMC5/PSMD9/RPL15/MAGOH/PSMA3/PSMB5/EIF4G1/PSMA1/PSMD13/PSMD10/SEM1/RPS14/RPL22/PSMB3/CUL2/PSMC4/EIF4A3/PSMA5/PSMD14/PSMD5/PSMA4/RPL27A/SOS2/PSMC3/UBA52/RPL4/RPS23/PSMB7/GSPT1/PSMD7/RPS6/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",68
"R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","16/2126","30/10616",5.18191850017743e-05,0.000397280418346936,0.000272732552640917,"UBE2G2/UBE2L3/UBE2A/UBB/UBE2D2/UBC/UBE2B/UBE2H/UBE2W/UBE2R2/UBE2E1/UBE2K/UBE2D1/UBA52/UCHL3/UBE2T",16
"R-HSA-212165","Epigenetic regulation of gene expression","50/2126","148/10616",5.50315528115759e-05,0.000419497665432242,0.000287984667344788,"MYBBP1A/KAT2A/H4C2/UHRF1/GTF2H5/H4C1/H4C3/DNMT1/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/DDX21/H2AC4/H4C13/POLR1E/KAT2B/TAF1C/SIN3B/SUDS3/SUV39H1/H3C7/POLR2L/PHF1/POLR1D/POLR1C/POLR2E/TET3/H2BC5/POLR1B/CBX3/TTF1/RBBP7/H2BC14/TET2/H3C1/H2BC15/TAF1B/SMARCA5/H2BC8/H3C2/TAF1A/H3C11/H2BC4/PHF19/H3C12/GTF2H3",50
"R-HSA-72165","mRNA Splicing - Minor Pathway","23/2126","52/10616",6.33021570481154e-05,0.000479801576716966,0.000329383233444141,"POLR2G/POLR2K/ZCRB1/SF3B4/SNRNP25/ZMAT5/SF3B5/SNRPD3/SF3B6/POLR2L/POLR2B/LSM2/SF3B3/POLR2E/SNRPB/SNRPD1/POLR2C/POLR2I/GTF2F2/SNRNP40/SNRPD2/EFTUD2/YBX1",23
"R-HSA-5693607","Processing of DNA double-strand break ends","36/2126","97/10616",6.80308904137478e-05,0.000512729987638076,0.000351988549865956,"H4C2/H4C1/H4C3/H4C5/TIMELESS/H4C4/H2BC12/UBE2N/H2BU1/UBB/UBC/H4C13/RFC3/RPA2/UBE2V2/EXO1/BRIP1/NBN/CLSPN/BRCA1/WRN/H2BC5/CHEK1/BABAM1/BLM/H2BC14/SUMO2/UBA52/ATM/H2BC15/H2BC8/MRE11/RFC5/CCNA2/H2BC4/RBBP8",36
"R-HSA-73772","RNA Polymerase I Promoter Escape","34/2126","90/10616",7.10411556270744e-05,0.000532409559587176,0.00036549855349234,"H4C2/GTF2H5/H4C1/H4C3/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/H2AC4/H4C13/POLR1E/TAF1C/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/CBX3/H2BC14/H3C1/H2BC15/TAF1B/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12/GTF2H3",34
"R-HSA-68877","Mitotic Prometaphase","62/2126","197/10616",8.41906224400067e-05,0.000627431789580832,0.000430731205661898,"PCNT/CENPT/RANGAP1/PLK1/INCENP/NINL/TUBA4A/NUP37/TUBGCP6/AURKB/PPP2CB/DCTN2/ZWINT/CEP164/CENPJ/MAD1L1/CDCA5/ACTR1A/SPC24/PPP2R5C/MAPRE1/MZT2B/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/CCNB2/DYNC1LI1/PPP2R5B/DYNLL1/KIF2A/NME7/SEH1L/XPO1/CENPQ/ALMS1/BUB1/CETN2/CEP290/TUBGCP4/ITGB3BP/ERCC6L/CDK1/CENPE/TUBGCP5/CDCA8/SEC13/NCAPH/SMC2/KIF2C/NEDD1/SMC3/CCNB1/ZW10/NEK2/BUB3/BIRC5/SPDL1/TUBB/NDC80",62
"R-HSA-8878166","Transcriptional regulation by RUNX2","42/2126","120/10616",8.56923462805523e-05,0.000635075499656982,0.000435978603883512,"PSMB10/PSME1/HES1/RBX1/PSMB1/STAT1/RBM14/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/NR3C1/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/SKP2/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/CDK1/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/CCNB1/PSME3/PSMB4",42
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression","39/2126","109/10616",8.7902573004824e-05,0.000647856532532791,0.000444752768329147,"H4C2/GTF2H5/H4C1/H4C3/DNMT1/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/H2AC4/H4C13/POLR1E/TAF1C/SIN3B/SUDS3/SUV39H1/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/TTF1/H2BC14/H3C1/H2BC15/TAF1B/SMARCA5/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12/GTF2H3",39
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","43/2126","124/10616",9.06485024793111e-05,0.000664423639051654,0.000456126067998847,"CENPT/RANGAP1/PLK1/INCENP/TUBA4A/NUP37/AURKB/PPP2CB/ZWINT/MAD1L1/CDCA5/SPC24/PPP2R5C/MAPRE1/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/CCNB2/DYNC1LI1/PPP2R5B/DYNLL1/KIF2A/SEH1L/XPO1/CENPQ/BUB1/ITGB3BP/ERCC6L/CDK1/CENPE/CDCA8/SEC13/KIF2C/SMC3/CCNB1/ZW10/BUB3/BIRC5/SPDL1/NDC80",43
"R-HSA-8856688","Golgi-to-ER retrograde transport","45/2126","132/10616",9.98776233374604e-05,0.000728069669574712,0.000499818995131381,"TUBA4A/KIF22/CAPZA2/DCTN2/KLC2/COPE/GALNT2/BICD1/KDELR1/COPB1/ACTR1A/KIF21A/ARF5/NAPA/NAPB/CAPZA1/BNIP1/ARF4/DCTN5/ACTR10/DYNC1LI2/DYNC1LI1/KIFAP3/ARCN1/DYNLL1/ARFGAP1/COPB2/KIF2A/RAB18/KIF23/GALNT1/TMED10/KDELR2/DCTN4/KIFC2/KIF20A/DCTN6/CENPE/KIF20B/KIF2C/PLA2G4A/KIF15/ZW10/KIF3A/KIF11",45
"R-HSA-195721","Signaling by WNT","94/2126","329/10616",0.000102536598611147,0.000740797038657019,0.000508556319444178,"PSMB10/H4C2/GNG3/SMARCA4/SNX3/PSME1/H4C1/CSNK1G2/H4C3/KMT2D/RBX1/PYGO1/ITPR3/AP2S1/H4C5/RAC2/PPP2CB/LRP5/PFN1/PSMB1/H4C4/H2BC12/H2BU1/CALM3/UBB/AGO2/PSMA2/UBC/PSMD6/PPP2R5C/PSMC2/PSMB8/H2AC4/TNRC6A/PRKCG/H4C13/FRAT1/PPP3CB/GNG2/PSMB2/RHOA/VPS26A/LEF1/PSMC5/PSMD9/PSMA3/SKP1/CSNK1A1/PSMB5/H3C7/CLTC/PPP2R5B/PSMA1/PSMD13/PSMD10/SEM1/XIAP/CUL3/VPS35/PSMB3/XPO1/VPS29/PSMC4/AGO4/H2BC5/PSMA5/KRAS/TNRC6B/PSMD14/PSMD5/FZD3/RUVBL1/AP2M1/PSMA4/H2BC14/LEO1/PSMC3/UBA52/H3C1/H2BC15/PSMB7/H2BC8/H3C2/MYC/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/H3C11/H2BC4/PSMB4/H3C12/GNB4",94
"R-HSA-427413","NoRC negatively regulates rRNA expression","38/2126","106/10616",0.00010273422200266,0.000740797038657019,0.000508556319444178,"H4C2/GTF2H5/H4C1/H4C3/DNMT1/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/H2AC4/H4C13/POLR1E/TAF1C/SIN3B/SUDS3/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/TTF1/H2BC14/H3C1/H2BC15/TAF1B/SMARCA5/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12/GTF2H3",38
"R-HSA-201681","TCF dependent signaling in response to WNT","70/2126","231/10616",0.000114250988987194,0.000819413007037186,0.000562526091787542,"PSMB10/H4C2/SMARCA4/PSME1/H4C1/CSNK1G2/H4C3/KMT2D/RBX1/PYGO1/H4C5/PPP2CB/LRP5/PSMB1/H4C4/H2BC12/H2BU1/UBB/PSMA2/UBC/PSMD6/PPP2R5C/PSMC2/PSMB8/H2AC4/H4C13/FRAT1/PSMB2/LEF1/PSMC5/PSMD9/PSMA3/CSNK1A1/PSMB5/H3C7/PPP2R5B/PSMA1/PSMD13/PSMD10/SEM1/XIAP/CUL3/PSMB3/XPO1/PSMC4/H2BC5/PSMA5/PSMD14/PSMD5/RUVBL1/PSMA4/H2BC14/LEO1/PSMC3/UBA52/H3C1/H2BC15/PSMB7/H2BC8/H3C2/MYC/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/H3C11/H2BC4/PSMB4/H3C12",70
"R-HSA-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","14/2126","26/10616",0.000133985701301604,0.000950728327320959,0.00065267390891599,"POLE/POLB/POLD4/POLD1/POLD2/RFC3/RPA2/PCNA/POLE4/POLE3/APEX1/RFC5/POLE2/PARP1",14
"R-HSA-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","14/2126","26/10616",0.000133985701301604,0.000950728327320959,0.00065267390891599,"XRCC2/EXO1/BRIP1/BRCA2/NBN/BRCA1/WRN/RAD51/RAD51C/BLM/ATM/RAD51AP1/MRE11/RBBP8",14
"R-HSA-69190","DNA strand elongation","16/2126","32/10616",0.000142257470957453,0.0010040818320489,0.000689301028866525,"POLD4/CDC45/POLD1/POLD2/MCM4/RFC3/RPA2/PCNA/POLA2/GINS1/MCM3/MCM2/GINS2/MCM8/RFC5/PRIM2",16
"R-HSA-5675482","Regulation of necroptotic cell death","11/2126","18/10616",0.000158779995707034,0.0011089660433151,0.000761303919895949,"TNFSF10/TNFRSF10A/BIRC3/FAS/UBB/CFLAR/UBC/BIRC2/RIPK1/XIAP/UBA52",11
"R-HSA-73780","RNA Polymerase III Chain Elongation","11/2126","18/10616",0.000158779995707034,0.0011089660433151,0.000761303919895949,"POLR3H/POLR2K/POLR2L/POLR3A/POLR1D/POLR1C/POLR2E/POLR3B/POLR3G/POLR3F/POLR3K",11
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","28/2126","72/10616",0.000169503733127541,0.00117159575125461,0.000804299142737718,"H4C2/CENPT/H4C1/H4C3/OIP5/H4C5/H4C4/H2BC12/H2BU1/H2AC4/H4C13/CENPP/CENPO/MIS18A/HJURP/CENPX/CENPM/RSF1/CENPQ/H2BC5/RBBP7/RUVBL1/ITGB3BP/H2BC14/H2BC15/SMARCA5/H2BC8/H2BC4",28
